Namespace,Project,Commit_Count,Branch_Count,Full_URL,github_org,github_repo
cmfmigration,calotracker,1,1,http://gitlabpoc.eastus.cloudapp.azure.com/cmfmigration/calotracker,gl-mig-org,calotracker-gl
